"","year","geo_county","pop","pop_w","pop_b","pop_h","pop_pl","pop_w_pl","pop_b_pl","pop_h_pl"
"518",2018,"cherokee_county",51903,42247,7044,11855,8878,6714,1902,2858
"519",2005,"childress_county",7530,5661,1104,1759,1708,1125,364,395
"520",2006,"childress_county",7530,5661,1104,1759,1708,1125,364,395
"521",2007,"childress_county",7530,5661,1104,1759,1708,1125,364,395
"522",2008,"childress_county",7530,5661,1104,1759,1708,1125,364,395
"523",2009,"childress_county",7530,5661,1104,1759,1708,1125,364,395
"524",2010,"childress_county",7115,5577,904,1778,861,560,167,269
"525",2011,"childress_county",7069,5622,964,1919,677,484,121,213
"526",2012,"childress_county",7047,5774,856,1606,815,619,129,121
"527",2013,"childress_county",7057,5738,721,1566,890,803,43,223
"528",2014,"childress_county",7066,5822,730,1595,1126,1030,23,396
"529",2015,"childress_county",7059,5701,680,1447,1177,1060,25,433
"530",2016,"childress_county",7059,5807,505,1432,1342,1156,28,326
"531",2017,"childress_county",7064,5820,512,1536,1124,917,26,378
"532",2018,"childress_county",7226,6042,552,2241,844,678,21,272
"533",2005,"clay_county",11102,10558,40,543,959,895,19,20
"534",2006,"clay_county",11102,10558,40,543,959,895,19,20
"535",2007,"clay_county",11102,10558,40,543,959,895,19,20
"536",2008,"clay_county",11102,10558,40,543,959,895,19,20
"537",2009,"clay_county",11102,10558,40,543,959,895,19,20
"538",2010,"clay_county",10922,10449,62,445,1274,1197,29,50
"539",2011,"clay_county",10839,10364,37,466,1111,1062,3,40
"540",2012,"clay_county",10718,10280,80,503,872,841,13,45
"541",2013,"clay_county",10651,10122,68,509,1074,918,9,130
"542",2014,"clay_county",10547,10032,51,523,1428,1257,19,128
"543",2015,"clay_county",10479,9936,75,564,1246,1012,20,132
"544",2016,"clay_county",10367,9797,89,571,1575,1316,22,232
"545",2017,"clay_county",10369,9802,59,587,1539,1293,25,254
"546",2018,"clay_county",10387,9874,64,616,1401,1274,28,237
"547",2005,"cochran_county",3080,2387,189,1504,864,590,21,715
"548",2006,"cochran_county",3080,2387,189,1504,864,590,21,715
"549",2007,"cochran_county",3080,2387,189,1504,864,590,21,715
"550",2008,"cochran_county",3080,2387,189,1504,864,590,21,715
"551",2009,"cochran_county",3080,2387,189,1504,864,590,21,715
"552",2010,"cochran_county",3155,2345,183,1589,752,479,27,621
"553",2011,"cochran_county",3127,2412,163,1606,491,339,22,400
"554",2012,"cochran_county",3087,2404,136,1661,451,329,17,348
"555",2013,"cochran_county",3068,2394,125,1664,453,341,23,344
"556",2014,"cochran_county",3031,2479,134,1672,473,353,32,347
"557",2015,"cochran_county",2993,2566,118,1683,591,469,51,415
"558",2016,"cochran_county",2955,2613,99,1679,569,459,54,393
"559",2017,"cochran_county",2932,2616,82,1672,717,601,56,477
"560",2018,"cochran_county",2904,2623,100,1684,685,594,66,455
"561",2005,"coke_county",3491,3292,27,682,612,581,0,240
"562",2006,"coke_county",3491,3292,27,682,612,581,0,240
"563",2007,"coke_county",3491,3292,27,682,612,581,0,240
"564",2008,"coke_county",3491,3292,27,682,612,581,0,240
"565",2009,"coke_county",3491,3292,27,682,612,581,0,240
"566",2010,"coke_county",3301,3104,30,614,470,435,0,171
"567",2011,"coke_county",3406,3253,37,606,432,410,0,130
"568",2012,"coke_county",3298,3140,44,632,416,406,0,102
"569",2013,"coke_county",3271,3112,41,646,339,327,0,113
"570",2014,"coke_county",3260,3121,27,655,369,351,0,91
"571",2015,"coke_county",3238,3051,25,676,361,350,0,89
"572",2016,"coke_county",3228,2989,26,678,534,470,0,169
"573",2017,"coke_county",3238,2900,21,682,516,422,2,162
"574",2018,"coke_county",3275,2928,20,698,500,394,2,148
"575",2005,"coleman_county",8538,7866,212,1299,2568,2344,88,693
"576",2006,"coleman_county",8538,7866,212,1299,2568,2344,88,693
"577",2007,"coleman_county",8538,7866,212,1299,2568,2344,88,693
"578",2008,"coleman_county",8538,7866,212,1299,2568,2344,88,693
"579",2009,"coleman_county",8538,7866,212,1299,2568,2344,88,693
"580",2010,"coleman_county",8857,8196,166,1340,2552,2367,52,815
"581",2011,"coleman_county",8840,8280,217,1376,2670,2561,35,784
"582",2012,"coleman_county",8817,8242,187,1449,2606,2471,29,855
"583",2013,"coleman_county",8744,8176,224,1453,2382,2260,30,820
"584",2014,"coleman_county",8656,8077,199,1466,1793,1625,65,332
"585",2015,"coleman_county",8536,7973,202,1475,1924,1734,63,386
"586",2016,"coleman_county",8476,7850,234,1465,1545,1375,65,253
"587",2017,"coleman_county",8422,7768,231,1465,1701,1446,112,241
"588",2018,"coleman_county",8391,7758,254,1465,1619,1385,135,259
"589",2005,"collin_county",729514,564396,54067,100967,46425,30061,6837,15296
"590",2006,"collin_county",729514,564396,54067,100967,46425,30061,6837,15296
"591",2007,"collin_county",729514,564396,54067,100967,46425,30061,6837,15296
"592",2008,"collin_county",729514,564396,54067,100967,46425,30061,6837,15296
"593",2009,"collin_county",729514,564396,54067,100967,46425,30061,6837,15296
"594",2010,"collin_county",738745,559018,59134,104901,50931,33311,7115,17018
"595",2011,"collin_county",764424,573684,61981,111271,55308,37152,6350,19913
"596",2012,"collin_county",788580,587645,65972,116000,59107,39242,7582,20525
"597",2013,"collin_county",811308,600458,70095,120223,62986,42777,8228,20812
"598",2014,"collin_county",836947,612604,73607,125023,65433,44092,8183,22155
"599",2015,"collin_county",862215,625093,77771,129437,64824,43042,7920,21935
"600",2016,"collin_county",886633,638396,81491,132845,62651,41005,8722,20423
"601",2017,"collin_county",914075,649834,85334,137871,62439,41136,8138,19858
"602",2018,"collin_county",944350,659642,89841,143369,61635,38851,8132,19482
"603",2005,"collingsworth_county",2993,2156,215,1040,520,314,116,275
"604",2006,"collingsworth_county",2993,2156,215,1040,520,314,116,275
"605",2007,"collingsworth_county",2993,2156,215,1040,520,314,116,275
"606",2008,"collingsworth_county",2993,2156,215,1040,520,314,116,275
"607",2009,"collingsworth_county",2993,2156,215,1040,520,314,116,275
"608",2010,"collingsworth_county",3009,2460,207,1040,626,372,143,342
"609",2011,"collingsworth_county",3036,2486,156,1108,788,470,97,509
"610",2012,"collingsworth_county",3050,2649,125,960,726,528,62,439
"611",2013,"collingsworth_county",3061,2585,129,947,606,434,28,350
"612",2014,"collingsworth_county",3053,2602,104,982,654,463,56,362
"613",2015,"collingsworth_county",3058,2562,106,960,675,464,38,360
"614",2016,"collingsworth_county",3032,2444,111,994,582,365,30,306
"615",2017,"collingsworth_county",3026,2313,113,946,445,245,38,192
"616",2018,"collingsworth_county",2996,2346,222,834,467,243,100,173
"617",2005,"colorado_county",20554,16085,2974,4852,3099,2120,871,1387
"618",2006,"colorado_county",20554,16085,2974,4852,3099,2120,871,1387
"619",2007,"colorado_county",20554,16085,2974,4852,3099,2120,871,1387
"620",2008,"colorado_county",20554,16085,2974,4852,3099,2120,871,1387
"621",2009,"colorado_county",20554,16085,2974,4852,3099,2120,871,1387
"622",2010,"colorado_county",20751,16739,2884,5051,3090,2043,938,1285
"623",2011,"colorado_county",20792,16790,2863,5255,3207,2287,761,1526
"624",2012,"colorado_county",20784,16742,2825,5430,3420,2537,677,1840
"625",2013,"colorado_county",20776,17062,2793,5550,3376,2388,833,1595
"626",2014,"colorado_county",20771,17034,2769,5668,3550,2467,933,1812
"627",2015,"colorado_county",20757,16620,2831,5780,3081,2049,871,1456
"628",2016,"colorado_county",20792,15576,2864,5854,2854,1768,800,1289
"629",2017,"colorado_county",20913,15677,2737,6045,2466,1418,632,897
"630",2018,"colorado_county",21022,15479,2665,6200,2242,1203,586,776
"631",2005,"comal_county",104960,93330,1741,25911,9275,7754,153,3732
"632",2006,"comal_county",104960,93330,1741,25911,9275,7754,153,3732
"633",2007,"comal_county",104960,93330,1741,25911,9275,7754,153,3732
"634",2008,"comal_county",104960,93330,1741,25911,9275,7754,153,3732
"635",2009,"comal_county",104960,93330,1741,25911,9275,7754,153,3732
"636",2010,"comal_county",102836,93144,1557,25165,10143,8540,184,4926
"637",2011,"comal_county",106111,96386,1726,26326,9935,8405,241,4706
"638",2012,"comal_county",108985,99609,1826,27415,10602,9057,206,4715
"639",2013,"comal_county",112083,102434,2037,28555,11311,10005,281,5349
"640",2014,"comal_county",115808,106233,2282,29889,12192,10883,241,5991
"641",2015,"comal_county",119632,108851,2355,31432,10423,9466,123,4739
"642",2016,"comal_county",124234,112597,2467,32746,11356,9927,112,5342
"643",2017,"comal_county",129100,116933,2565,34565,11827,10178,91,5582
"644",2018,"comal_county",135097,122339,2588,36612,10997,9446,100,4992
"645",2005,"comanche_county",13517,11843,177,3194,2738,2212,92,1106
"646",2006,"comanche_county",13517,11843,177,3194,2738,2212,92,1106
"647",2007,"comanche_county",13517,11843,177,3194,2738,2212,92,1106
"648",2008,"comanche_county",13517,11843,177,3194,2738,2212,92,1106
"649",2009,"comanche_county",13517,11843,177,3194,2738,2212,92,1106
"650",2010,"comanche_county",13863,12338,119,3348,3011,2585,41,1319
"651",2011,"comanche_county",13878,12700,156,3465,3191,2744,78,1551
"652",2012,"comanche_county",13875,12960,81,3580,3596,3322,54,1785
"653",2013,"comanche_county",13829,13004,48,3614,3599,3360,14,1970
"654",2014,"comanche_county",13755,13119,55,3653,3486,3323,11,1993
"655",2015,"comanche_county",13623,13075,57,3659,3107,2979,12,1717
"656",2016,"comanche_county",13506,12888,189,3637,2825,2700,37,1454
"657",2017,"comanche_county",13492,12838,161,3677,2407,2327,15,1261
"658",2018,"comanche_county",13495,12741,170,3729,2147,2044,28,982
"659",2005,"concho_county",3610,3175,77,1571,432,422,6,165
"660",2006,"concho_county",3610,3175,77,1571,432,422,6,165
"661",2007,"concho_county",3610,3175,77,1571,432,422,6,165
"662",2008,"concho_county",3610,3175,77,1571,432,422,6,165
"663",2009,"concho_county",3610,3175,77,1571,432,422,6,165
"664",2010,"concho_county",4047,3502,78,2021,512,504,5,293
"665",2011,"concho_county",4074,3867,59,2088,596,590,3,389
"666",2012,"concho_county",4073,3687,30,2167,513,505,3,332
"667",2013,"concho_county",4070,3724,31,2193,465,456,2,305
"668",2014,"concho_county",4091,3640,52,2240,345,339,0,209
"669",2015,"concho_county",4086,3822,21,2265,298,288,0,139
"670",2016,"concho_county",4142,3882,29,2297,293,291,0,147
"671",2017,"concho_county",3858,3752,31,2046,221,219,0,77
"672",2018,"concho_county",4233,3999,94,2372,223,221,0,96
"673",2005,"cooke_county",38424,32522,1069,5354,5114,3494,207,1547
"674",2006,"cooke_county",38424,32522,1069,5354,5114,3494,207,1547
"675",2007,"cooke_county",38424,32522,1069,5354,5114,3494,207,1547
