"","year","geo_county","pop","pop_w","pop_b","pop_h","pop_pl","pop_w_pl","pop_b_pl","pop_h_pl"
"2848",2010,"san_jacinto_county",25859,22014,2894,2526,4547,3031,1234,972
"2849",2011,"san_jacinto_county",26192,22312,2940,2716,4578,3319,1095,943
"2850",2012,"san_jacinto_county",26482,22734,2866,2849,4613,3477,888,739
"2851",2013,"san_jacinto_county",26669,23017,3093,2988,5322,4226,866,1010
"2852",2014,"san_jacinto_county",26831,23031,3132,3123,5376,4105,986,902
"2853",2015,"san_jacinto_county",27023,23166,3070,3244,5419,4271,878,934
"2854",2016,"san_jacinto_county",27172,23449,2847,3341,4627,3771,667,793
"2855",2017,"san_jacinto_county",27436,23701,3082,3433,4679,3862,737,929
"2856",2018,"san_jacinto_county",27819,23978,2917,3563,4107,3446,531,623
"2857",2005,"san_patricio_county",68392,54770,1538,35911,9869,7070,284,7365
"2858",2006,"san_patricio_county",68392,54770,1538,35911,9869,7070,284,7365
"2859",2007,"san_patricio_county",68392,54770,1538,35911,9869,7070,284,7365
"2860",2008,"san_patricio_county",68392,54770,1538,35911,9869,7070,284,7365
"2861",2009,"san_patricio_county",68392,54770,1538,35911,9869,7070,284,7365
"2862",2010,"san_patricio_county",66100,54183,1328,35021,10663,8129,333,8122
"2863",2011,"san_patricio_county",65648,55392,1351,35175,11198,9102,434,8293
"2864",2012,"san_patricio_county",65352,59426,1332,35419,10713,9356,483,7964
"2865",2013,"san_patricio_county",65210,60101,1308,35696,10903,9808,483,8110
"2866",2014,"san_patricio_county",65509,60148,1278,36191,10525,9618,353,7782
"2867",2015,"san_patricio_county",66070,60926,1385,36751,9949,9218,278,7490
"2868",2016,"san_patricio_county",66706,61431,1259,37428,9397,8455,261,7259
"2869",2017,"san_patricio_county",66867,61748,1111,38004,10061,9212,163,8111
"2870",2018,"san_patricio_county",67046,61920,1124,38483,10856,9798,231,8743
"2871",2005,"san_saba_county",5904,5453,71,1475,1341,1150,0,421
"2872",2006,"san_saba_county",5904,5453,71,1475,1341,1150,0,421
"2873",2007,"san_saba_county",5904,5453,71,1475,1341,1150,0,421
"2874",2008,"san_saba_county",5904,5453,71,1475,1341,1150,0,421
"2875",2009,"san_saba_county",5904,5453,71,1475,1341,1150,0,421
"2876",2010,"san_saba_county",6023,5512,60,1565,1331,1110,0,479
"2877",2011,"san_saba_county",6028,5305,102,1614,1197,951,7,417
"2878",2012,"san_saba_county",6037,5391,134,1702,1032,865,5,295
"2879",2013,"san_saba_county",6050,5582,154,1730,831,768,6,271
"2880",2014,"san_saba_county",5901,5448,155,1689,788,724,7,343
"2881",2015,"san_saba_county",5893,5362,198,1703,792,734,0,393
"2882",2016,"san_saba_county",5881,5272,199,1717,930,778,0,445
"2883",2017,"san_saba_county",5851,5133,170,1739,897,733,0,445
"2884",2018,"san_saba_county",5962,5106,143,1790,792,585,0,361
"2885",2005,"schleicher_county",2862,2373,31,1414,445,309,13,336
"2886",2006,"schleicher_county",2862,2373,31,1414,445,309,13,336
"2887",2007,"schleicher_county",2862,2373,31,1414,445,309,13,336
"2888",2008,"schleicher_county",2862,2373,31,1414,445,309,13,336
"2889",2009,"schleicher_county",2862,2373,31,1414,445,309,13,336
"2890",2010,"schleicher_county",3343,2810,22,1465,396,296,6,285
"2891",2011,"schleicher_county",3303,2839,12,1420,729,643,1,273
"2892",2012,"schleicher_county",3327,2903,12,1560,745,645,1,388
"2893",2013,"schleicher_county",3316,2868,4,1579,749,703,1,346
"2894",2014,"schleicher_county",3281,2714,4,1596,732,694,1,334
"2895",2015,"schleicher_county",3224,2433,3,1627,630,581,0,300
"2896",2016,"schleicher_county",3171,2169,8,1616,417,243,0,316
"2897",2017,"schleicher_county",3122,1988,9,1618,320,164,0,194
"2898",2018,"schleicher_county",3061,1871,13,1603,452,199,6,288
"2899",2005,"scurry_county",15994,10998,939,5373,2081,916,75,1234
"2900",2006,"scurry_county",15994,10998,939,5373,2081,916,75,1234
"2901",2007,"scurry_county",15994,10998,939,5373,2081,916,75,1234
"2902",2008,"scurry_county",15994,10998,939,5373,2081,916,75,1234
"2903",2009,"scurry_county",15994,10998,939,5373,2081,916,75,1234
"2904",2010,"scurry_county",16579,11691,810,5683,2491,1214,74,1485
"2905",2011,"scurry_county",16717,12556,748,5867,2747,1564,106,1621
"2906",2012,"scurry_county",16855,13380,754,6156,2401,1544,62,1388
"2907",2013,"scurry_county",17014,14096,742,6336,2390,1773,77,1425
"2908",2014,"scurry_county",17108,14641,700,6495,1953,1515,42,1187
"2909",2015,"scurry_county",17238,14988,784,6672,1527,1254,12,1012
"2910",2016,"scurry_county",17314,15172,820,6783,1261,1113,14,693
"2911",2017,"scurry_county",17346,15251,784,6891,1988,1778,14,1396
"2912",2018,"scurry_county",17239,15043,837,6917,2149,1870,34,1480
"2913",2005,"shackelford_county",3084,2820,15,396,384,338,4,100
"2914",2006,"shackelford_county",3084,2820,15,396,384,338,4,100
"2915",2007,"shackelford_county",3084,2820,15,396,384,338,4,100
"2916",2008,"shackelford_county",3084,2820,15,396,384,338,4,100
"2917",2009,"shackelford_county",3084,2820,15,396,384,338,4,100
"2918",2010,"shackelford_county",3182,2939,63,303,414,348,10,109
"2919",2011,"shackelford_county",3233,2990,62,298,411,341,0,91
"2920",2012,"shackelford_county",3346,3014,46,334,405,341,0,78
"2921",2013,"shackelford_county",3362,3101,47,345,533,502,0,163
"2922",2014,"shackelford_county",3359,3116,46,354,569,569,0,152
"2923",2015,"shackelford_county",3352,3233,4,361,635,635,0,170
"2924",2016,"shackelford_county",3323,3125,5,382,609,583,0,140
"2925",2017,"shackelford_county",3348,3239,6,391,586,573,0,136
"2926",2018,"shackelford_county",3311,3181,6,385,486,475,0,37
"2927",2005,"shelby_county",26358,19508,4946,3979,6478,3729,2428,1741
"2928",2006,"shelby_county",26358,19508,4946,3979,6478,3729,2428,1741
"2929",2007,"shelby_county",26358,19508,4946,3979,6478,3729,2428,1741
"2930",2008,"shelby_county",26358,19508,4946,3979,6478,3729,2428,1741
"2931",2009,"shelby_county",26358,19508,4946,3979,6478,3729,2428,1741
"2932",2010,"shelby_county",25423,19216,4644,3737,6325,3829,2208,2108
"2933",2011,"shelby_county",25513,19759,4580,3948,6140,3925,2051,2021
"2934",2012,"shelby_county",25602,20022,4580,4155,6295,4091,1959,1824
"2935",2013,"shelby_county",25677,20285,4389,4308,5567,3742,1563,1567
"2936",2014,"shelby_county",25698,20425,4476,4424,5860,3938,1717,1668
"2937",2015,"shelby_county",25725,20413,4537,4534,5553,3906,1494,1584
"2938",2016,"shelby_county",25705,20426,4590,4523,5792,3951,1650,1583
"2939",2017,"shelby_county",25689,20214,4904,4580,5852,4101,1674,1592
"2940",2018,"shelby_county",25478,19850,4671,4605,5860,4079,1701,1889
"2941",2005,"sherman_county",2905,2121,8,1031,510,235,0,340
"2942",2006,"sherman_county",2905,2121,8,1031,510,235,0,340
"2943",2007,"sherman_county",2905,2121,8,1031,510,235,0,340
"2944",2008,"sherman_county",2905,2121,8,1031,510,235,0,340
"2945",2009,"sherman_county",2905,2121,8,1031,510,235,0,340
"2946",2010,"sherman_county",3000,2279,7,1075,386,138,0,356
"2947",2011,"sherman_county",3019,2457,16,1178,415,267,0,378
"2948",2012,"sherman_county",3040,2601,5,1237,514,365,0,467
"2949",2013,"sherman_county",3048,2815,5,1251,410,380,0,352
"2950",2014,"sherman_county",3060,2790,4,1291,484,439,0,377
"2951",2015,"sherman_county",3066,2796,6,1277,376,331,0,245
"2952",2016,"sherman_county",3069,2826,16,1290,413,371,9,236
"2953",2017,"sherman_county",3067,2806,9,1327,448,420,4,273
"2954",2018,"sherman_county",3058,2690,11,1302,460,449,5,269
"2955",2005,"smith_county",197631,145577,35694,30130,30003,14362,11275,8470
"2956",2006,"smith_county",197631,145577,35694,30130,30003,14362,11275,8470
"2957",2007,"smith_county",197631,145577,35694,30130,30003,14362,11275,8470
"2958",2008,"smith_county",197631,145577,35694,30130,30003,14362,11275,8470
"2959",2009,"smith_county",197631,145577,35694,30130,30003,14362,11275,8470
"2960",2010,"smith_county",203393,149621,37019,32913,30760,15145,10995,8906
"2961",2011,"smith_county",206839,153902,37704,34644,31265,17127,10407,9416
"2962",2012,"smith_county",209691,159100,38047,36002,32697,18753,10793,9372
"2963",2013,"smith_county",212227,162464,38325,37328,34656,21672,10761,9640
"2964",2014,"smith_county",214735,164419,38497,38701,35447,23205,10242,10543
"2965",2015,"smith_county",217552,166830,39022,40014,37048,24010,11246,11069
"2966",2016,"smith_county",219745,168400,39042,40831,36474,23813,10945,10541
"2967",2017,"smith_county",222277,170917,39138,42128,35438,23643,10368,11201
"2968",2018,"smith_county",225015,172884,39321,43377,36119,24311,9860,11731
"2969",2005,"somervell_county",7730,6687,24,1261,1223,917,17,479
"2970",2006,"somervell_county",7730,6687,24,1261,1223,917,17,479
"2971",2007,"somervell_county",7730,6687,24,1261,1223,917,17,479
"2972",2008,"somervell_county",7730,6687,24,1261,1223,917,17,479
"2973",2009,"somervell_county",7730,6687,24,1261,1223,917,17,479
"2974",2010,"somervell_county",8200,7058,84,1405,880,636,0,400
"2975",2011,"somervell_county",8320,7148,116,1491,722,465,0,329
"2976",2012,"somervell_county",8444,7619,107,1600,843,620,0,306
"2977",2013,"somervell_county",8537,7666,146,1626,774,573,14,218
"2978",2014,"somervell_county",8575,7824,144,1643,978,846,14,263
"2979",2015,"somervell_county",8608,8110,52,1653,1158,1043,26,301
"2980",2016,"somervell_county",8673,8121,45,1657,1485,1365,27,332
"2981",2017,"somervell_county",8650,8024,51,1648,1805,1536,38,546
"2982",2018,"somervell_county",8743,7946,54,1648,2097,1715,42,869
"2983",2005,"starr_county",60936,43999,31,60099,24036,17245,23,23946
"2984",2006,"starr_county",60936,43999,31,60099,24036,17245,23,23946
"2985",2007,"starr_county",60936,43999,31,60099,24036,17245,23,23946
"2986",2008,"starr_county",60936,43999,31,60099,24036,17245,23,23946
"2987",2009,"starr_county",60936,43999,31,60099,24036,17245,23,23946
"2988",2010,"starr_county",59989,46874,33,58986,22629,17837,25,22436
"2989",2011,"starr_county",60525,53416,49,59585,21716,19806,16,21540
"2990",2012,"starr_county",60882,56702,53,59862,23987,22572,24,23772
"2991",2013,"starr_county",61351,58166,43,60389,23826,22890,29,23630
"2992",2014,"starr_county",62040,58732,26,59362,23910,22874,26,23245
"2993",2015,"starr_county",62648,59469,36,61842,22663,21693,24,22487
"2994",2016,"starr_county",63008,59500,39,62352,23445,22432,26,23304
"2995",2017,"starr_county",63420,60326,33,62903,21968,21211,11,21855
"2996",2018,"starr_county",63894,60751,37,63299,22336,21697,0,22183
"2997",2005,"stephens_county",9474,8113,301,1722,1804,1559,98,542
"2998",2006,"stephens_county",9474,8113,301,1722,1804,1559,98,542
"2999",2007,"stephens_county",9474,8113,301,1722,1804,1559,98,542
"3000",2008,"stephens_county",9474,8113,301,1722,1804,1559,98,542
"3001",2009,"stephens_county",9474,8113,301,1722,1804,1559,98,542
"3002",2010,"stephens_county",9562,8259,261,1829,1753,1454,91,616
"3003",2011,"stephens_county",9579,8135,231,1907,1311,1073,0,547
"3004",2012,"stephens_county",9561,8176,236,2002,1382,1112,19,621
"3005",2013,"stephens_county",9493,8305,271,2041,1647,1315,35,738
"3006",2014,"stephens_county",9485,8308,238,2084,1752,1348,36,885
"3007",2015,"stephens_county",9452,8457,248,2121,1751,1517,35,872
"3008",2016,"stephens_county",9787,8766,246,2284,2012,1743,85,789
"3009",2017,"stephens_county",9365,8434,204,2176,1870,1756,38,597
"3010",2018,"stephens_county",9372,8531,222,2199,2003,1841,30,635
"3011",2005,"sterling_county",1114,983,0,361,197,128,0,155
"3012",2006,"sterling_county",1114,983,0,361,197,128,0,155
"3013",2007,"sterling_county",1114,983,0,361,197,128,0,155
"3014",2008,"sterling_county",1114,983,0,361,197,128,0,155
"3015",2009,"sterling_county",1114,983,0,361,197,128,0,155
"3016",2010,"sterling_county",1160,1055,0,322,242,174,0,129
"3017",2011,"sterling_county",1216,1149,3,487,174,147,0,72
"3018",2012,"sterling_county",1223,1187,2,386,181,170,0,63
"3019",2013,"sterling_county",1358,1328,0,435,199,189,0,33
"3020",2014,"sterling_county",1360,1313,3,491,267,255,0,89
"3021",2015,"sterling_county",1346,1282,3,616,208,198,0,78
"3022",2016,"sterling_county",1233,1142,3,465,184,184,0,56
"3023",2017,"sterling_county",1139,1043,3,465,185,174,0,45
"3024",2018,"sterling_county",1141,1037,3,516,39,30,0,34
"3025",2005,"stonewall_county",1381,1182,79,117,200,159,20,21
"3026",2006,"stonewall_county",1381,1182,79,117,200,159,20,21
"3027",2007,"stonewall_county",1381,1182,79,117,200,159,20,21
"3028",2008,"stonewall_county",1381,1182,79,117,200,159,20,21
"3029",2009,"stonewall_county",1381,1182,79,117,200,159,20,21
"3030",2010,"stonewall_county",1434,1221,96,110,170,144,11,15
"3031",2011,"stonewall_county",1396,1198,71,138,254,172,58,28
"3032",2012,"stonewall_county",1447,1278,46,169,241,147,35,64
"3033",2013,"stonewall_county",1363,1200,58,223,218,93,49,89
"3034",2014,"stonewall_county",1409,1239,66,272,252,109,63,95
"3035",2015,"stonewall_county",1414,1259,58,285,264,136,45,100
"3036",2016,"stonewall_county",1233,1087,60,284,221,120,26,121
"3037",2017,"stonewall_county",1084,1022,38,246,143,123,20,81
"3038",2018,"stonewall_county",1385,1253,48,256,175,152,23,104
"3039",2005,"sutton_county",4270,3847,68,2272,539,464,0,341
"3040",2006,"sutton_county",4270,3847,68,2272,539,464,0,341
"3041",2007,"sutton_county",4270,3847,68,2272,539,464,0,341
"3042",2008,"sutton_county",4270,3847,68,2272,539,464,0,341
"3043",2009,"sutton_county",4270,3847,68,2272,539,464,0,341
"3044",2010,"sutton_county",4257,3806,120,2405,498,454,0,295
"3045",2011,"sutton_county",4198,3861,83,2300,485,444,2,301
"3046",2012,"sutton_county",4123,3793,42,2527,226,220,2,188
"3047",2013,"sutton_county",4058,3699,62,2355,292,284,1,239
"3048",2014,"sutton_county",3995,3471,33,2315,249,242,0,208
"3049",2015,"sutton_county",3966,3202,26,2331,328,268,1,284
"3050",2016,"sutton_county",3936,2960,21,2297,358,251,1,326
"3051",2017,"sutton_county",3894,2699,22,2314,251,172,1,203
"3052",2018,"sutton_county",3865,2501,21,2385,320,178,2,271
"3053",2005,"swisher_county",7609,6222,369,2827,1275,1019,26,451
"3054",2006,"swisher_county",7609,6222,369,2827,1275,1019,26,451
"3055",2007,"swisher_county",7609,6222,369,2827,1275,1019,26,451
"3056",2008,"swisher_county",7609,6222,369,2827,1275,1019,26,451
"3057",2009,"swisher_county",7609,6222,369,2827,1275,1019,26,451
"3058",2010,"swisher_county",7828,6335,458,2956,1085,904,22,479
"3059",2011,"swisher_county",7808,6291,423,3030,1221,925,19,628
"3060",2012,"swisher_county",7816,6694,446,3154,1453,1227,41,931
"3061",2013,"swisher_county",7807,6743,470,3190,1656,1388,72,1147
"3062",2014,"swisher_county",7789,6643,480,3222,1570,1291,90,1027
"3063",2015,"swisher_county",7713,6461,491,3219,1595,1252,92,1065
"3064",2016,"swisher_county",7639,6359,450,3242,1639,1175,158,1031
"3065",2017,"swisher_county",7541,6246,440,3253,1525,997,192,780
"3066",2018,"swisher_county",7484,6138,415,3254,1507,825,276,675
"3067",2005,"tarrant_county",1704943,1176531,235304,431580,220369,121109,48508,93130
"3068",2006,"tarrant_county",1704943,1176531,235304,431580,220369,121109,48508,93130
"3069",2007,"tarrant_county",1704943,1176531,235304,431580,220369,121109,48508,93130
"3070",2008,"tarrant_county",1704943,1176531,235304,431580,220369,121109,48508,93130
"3071",2009,"tarrant_county",1704943,1176531,235304,431580,220369,121109,48508,93130
"3072",2010,"tarrant_county",1743300,1192733,252715,447348,230843,122913,52842,97440
"3073",2011,"tarrant_county",1780700,1236439,261332,467775,249231,137629,57007,107564
"3074",2012,"tarrant_county",1814667,1273774,269911,484241,263212,150016,59435,116125
"3075",2013,"tarrant_county",1848423,1295125,277283,499033,276852,155112,65199,121908
"3076",2014,"tarrant_county",1881469,1326481,286222,513740,284626,163986,67190,123137
"3077",2015,"tarrant_county",1914526,1352457,295233,528560,283264,166844,66563,122351
"3078",2016,"tarrant_county",1947529,1360100,304741,541947,275899,161075,65894,119660
"3079",2017,"tarrant_county",1983675,1361361,315573,559025,264575,152796,63684,114092
"3080",2018,"tarrant_county",2019977,1372149,327437,576242,258272,149056,60935,110854
"3081",2005,"taylor_county",126587,101498,8515,26288,20084,13525,2241,6588
"3082",2006,"taylor_county",126587,101498,8515,26288,20084,13525,2241,6588
"3083",2007,"taylor_county",126587,101498,8515,26288,20084,13525,2241,6588
"3084",2008,"taylor_county",126587,101498,8515,26288,20084,13525,2241,6588
"3085",2009,"taylor_county",126587,101498,8515,26288,20084,13525,2241,6588
"3086",2010,"taylor_county",129477,104776,9546,27718,20130,14066,2921,5995
"3087",2011,"taylor_county",130463,108730,9779,28468,20476,15442,2930,5854
"3088",2012,"taylor_county",131425,109139,9766,29150,21337,15636,3107,6327
"3089",2013,"taylor_county",132588,109806,9735,29827,22036,16274,2892,7129
"3090",2014,"taylor_county",133560,109677,10165,30550,23035,16506,3289,6975
"3091",2015,"taylor_county",134435,109127,10234,31179,22395,15859,2545,7402
"3092",2016,"taylor_county",135234,108142,10374,31634,22653,15735,2796,7600
"3093",2017,"taylor_county",135371,105329,10397,32219,20783,14135,2223,7614
"3094",2018,"taylor_county",136348,103990,10658,32869,20272,13091,2518,7087
"3095",2005,"terrell_county",810,736,0,390,115,66,0,83
"3096",2006,"terrell_county",810,736,0,390,115,66,0,83
"3097",2007,"terrell_county",810,736,0,390,115,66,0,83
"3098",2008,"terrell_county",810,736,0,390,115,66,0,83
"3099",2009,"terrell_county",810,736,0,390,115,66,0,83
"3100",2010,"terrell_county",850,773,0,389,140,63,0,53
"3101",2011,"terrell_county",946,865,0,501,132,55,0,38
"3102",2012,"terrell_county",1001,962,0,616,162,126,0,119
"3103",2013,"terrell_county",837,826,0,504,84,84,0,71
"3104",2014,"terrell_county",809,772,13,490,136,111,13,112
"3105",2015,"terrell_county",921,683,15,626,186,102,15,141
"3106",2016,"terrell_county",778,543,10,542,194,115,10,157
"3107",2017,"terrell_county",721,460,23,406,123,56,11,76
"3108",2018,"terrell_county",862,560,23,548,129,65,11,84
"3109",2005,"terry_county",12154,9477,708,5758,2455,1871,152,1494
"3110",2006,"terry_county",12154,9477,708,5758,2455,1871,152,1494
"3111",2007,"terry_county",12154,9477,708,5758,2455,1871,152,1494
"3112",2008,"terry_county",12154,9477,708,5758,2455,1871,152,1494
"3113",2009,"terry_county",12154,9477,708,5758,2455,1871,152,1494
"3114",2010,"terry_county",12498,9993,695,5829,1923,1416,224,1003
"3115",2011,"terry_county",12543,10159,690,5981,1887,1459,152,991
"3116",2012,"terry_county",12561,10278,621,6227,1845,1443,202,921
"3117",2013,"terry_county",12644,10528,597,6403,1616,1277,125,975
"3118",2014,"terry_county",12681,10582,661,6521,1452,1115,121,1043
"3119",2015,"terry_county",12687,11010,635,6630,1756,1455,93,1265
"3120",2016,"terry_county",12724,11083,654,6761,1581,1239,133,1082
"3121",2017,"terry_county",12755,11413,657,6858,1590,1380,84,1080
"3122",2018,"terry_county",12615,11230,640,6859,1807,1532,75,1170
"3123",2005,"throckmorton_county",1630,1556,0,134,248,200,0,70
"3124",2006,"throckmorton_county",1630,1556,0,134,248,200,0,70
"3125",2007,"throckmorton_county",1630,1556,0,134,248,200,0,70
"3126",2008,"throckmorton_county",1630,1556,0,134,248,200,0,70
"3127",2009,"throckmorton_county",1630,1556,0,134,248,200,0,70
"3128",2010,"throckmorton_county",1814,1749,0,134,239,195,0,57
"3129",2011,"throckmorton_county",1749,1695,0,161,231,200,0,89
"3130",2012,"throckmorton_county",1626,1613,2,102,163,161,2,48
"3131",2013,"throckmorton_county",1623,1595,2,153,219,212,2,62
"3132",2014,"throckmorton_county",1584,1544,4,160,154,144,3,26
"3133",2015,"throckmorton_county",1545,1500,3,196,199,189,2,47
"3134",2016,"throckmorton_county",1520,1462,5,230,199,187,4,46
"3135",2017,"throckmorton_county",1541,1515,2,244,259,243,1,38
"3136",2018,"throckmorton_county",1567,1527,16,235,228,197,15,31
"3137",2005,"titus_county",29111,22878,2833,10732,4356,2633,836,2182
"3138",2006,"titus_county",29111,22878,2833,10732,4356,2633,836,2182
"3139",2007,"titus_county",29111,22878,2833,10732,4356,2633,836,2182
"3140",2008,"titus_county",29111,22878,2833,10732,4356,2633,836,2182
"3141",2009,"titus_county",29111,22878,2833,10732,4356,2633,836,2182
"3142",2010,"titus_county",30995,24599,2922,11708,5294,3557,893,3035
"3143",2011,"titus_county",31601,25632,3158,12251,5661,4053,854,3543
"3144",2012,"titus_county",32045,25679,3254,12652,6161,4381,921,3931
"3145",2013,"titus_county",32360,25980,3225,12949,6982,4823,905,4702
"3146",2014,"titus_county",32540,25598,3252,13210,7112,4713,979,4782
"3147",2015,"titus_county",32553,24274,3192,13387,6848,3836,868,4470
"3148",2016,"titus_county",32592,24033,3037,13518,6654,3762,795,4101
"3149",2017,"titus_county",32664,23559,2990,13749,6193,3364,760,3917
"3150",2018,"titus_county",32730,22719,2995,14015,6162,2975,850,3537
"3151",2005,"tom_green_county",106643,87855,4239,36561,16658,12620,1081,8840
"3152",2006,"tom_green_county",106643,87855,4239,36561,16658,12620,1081,8840
"3153",2007,"tom_green_county",106643,87855,4239,36561,16658,12620,1081,8840
"3154",2008,"tom_green_county",106643,87855,4239,36561,16658,12620,1081,8840
"3155",2009,"tom_green_county",106643,87855,4239,36561,16658,12620,1081,8840
"3156",2010,"tom_green_county",108000,90309,4219,37786,17261,13840,989,9040
"3157",2011,"tom_green_county",109135,92503,4309,38666,16479,13859,751,8998
"3158",2012,"tom_green_county",110434,95978,4501,39629,16739,14455,896,9169
"3159",2013,"tom_green_county",111969,96715,4668,40633,17175,14294,1114,9346
"3160",2014,"tom_green_county",113516,97822,4784,41811,17264,14325,1260,9058
"3161",2015,"tom_green_county",115056,99209,5029,43091,16202,13468,1151,8771
"3162",2016,"tom_green_county",116264,100440,5038,44253,15267,12761,965,8024
"3163",2017,"tom_green_county",116906,99364,5051,45407,14339,11532,982,7453
"3164",2018,"tom_green_county",117466,101066,5011,46319,15104,12887,892,7577
"3165",2005,"travis_county",966761,651347,81256,313678,144055,77191,18330,71880
"3166",2006,"travis_county",966761,651347,81256,313678,144055,77191,18330,71880
"3167",2007,"travis_county",966761,651347,81256,313678,144055,77191,18330,71880
"3168",2008,"travis_county",966761,651347,81256,313678,144055,77191,18330,71880
"3169",2009,"travis_county",966761,651347,81256,313678,144055,77191,18330,71880
"3170",2010,"travis_county",979712,661587,83898,321162,156270,83820,20035,78162
"3171",2011,"travis_county",1007264,699233,85468,334240,163904,91088,20251,86935
"3172",2012,"travis_county",1034842,746424,87799,345955,177147,107633,20979,95807
"3173",2013,"travis_county",1063248,787078,88767,356705,181531,117877,20109,99151
"3174",2014,"travis_county",1092810,825198,90729,368010,187574,126470,20708,102955
"3175",2015,"travis_county",1121645,851830,93357,378387,180220,123599,20458,98446
"3176",2016,"travis_county",1148176,874352,95335,387357,171023,118584,19786,90810
"3177",2017,"travis_county",1176584,881405,97298,398398,159948,107803,17947,83849
"3178",2018,"travis_county",1203166,884639,100148,407676,154741,99325,19087,78820
"3179",2005,"trinity_county",14005,12196,1642,960,2780,1927,827,323
"3180",2006,"trinity_county",14005,12196,1642,960,2780,1927,827,323
"3181",2007,"trinity_county",14005,12196,1642,960,2780,1927,827,323
"3182",2008,"trinity_county",14005,12196,1642,960,2780,1927,827,323
"3183",2009,"trinity_county",14005,12196,1642,960,2780,1927,827,323
"3184",2010,"trinity_county",14451,12721,1546,1001,2368,1616,724,203
"3185",2011,"trinity_county",14511,12774,1527,1082,2375,1723,633,240
"3186",2012,"trinity_county",14466,12781,1510,1156,2399,1946,447,264
"3187",2013,"trinity_county",14460,12738,1531,1202,2298,1857,351,358
"3188",2014,"trinity_county",14452,12668,1461,1250,2299,1925,307,400
"3189",2015,"trinity_county",14405,12585,1478,1300,2381,1843,408,417
"3190",2016,"trinity_county",14360,12432,1426,1302,2206,1637,382,450
"3191",2017,"trinity_county",14481,12516,1385,1347,2643,1962,405,521
"3192",2018,"trinity_county",14569,12608,1318,1420,2328,1777,369,475
"3193",2005,"tyler_county",20340,16936,2697,618,3623,2449,1116,0
"3194",2006,"tyler_county",20340,16936,2697,618,3623,2449,1116,0
"3195",2007,"tyler_county",20340,16936,2697,618,3623,2449,1116,0
"3196",2008,"tyler_county",20340,16936,2697,618,3623,2449,1116,0
"3197",2009,"tyler_county",20340,16936,2697,618,3623,2449,1116,0
"3198",2010,"tyler_county",21472,17982,2962,751,3558,2416,1065,21
"3199",2011,"tyler_county",21600,18656,2414,1405,3749,2721,838,38
"3200",2012,"tyler_county",21638,18437,2379,1481,3810,2756,649,305
"3201",2013,"tyler_county",21619,18353,2379,1528,3361,2587,383,277
"3202",2014,"tyler_county",21552,18446,2358,1576,3017,2329,345,213
"3203",2015,"tyler_county",21462,18245,2388,1598,3159,2421,413,273
"3204",2016,"tyler_county",21371,17953,2333,1549,2903,2430,283,193
"3205",2017,"tyler_county",21456,18054,2358,1564,2947,2473,352,120
"3206",2018,"tyler_county",21496,18060,2450,1621,2798,2172,548,118
"3207",2005,"upshur_county",37635,32576,3539,1892,4940,3686,691,620
"3208",2006,"upshur_county",37635,32576,3539,1892,4940,3686,691,620
"3209",2007,"upshur_county",37635,32576,3539,1892,4940,3686,691,620
"3210",2008,"upshur_county",37635,32576,3539,1892,4940,3686,691,620
"3211",2009,"upshur_county",37635,32576,3539,1892,4940,3686,691,620
"3212",2010,"upshur_county",38685,33443,3382,2364,4870,3725,726,485
"3213",2011,"upshur_county",39056,33740,3426,2515,4966,3803,712,480
"3214",2012,"upshur_county",39386,33960,3345,2600,5527,4236,733,396
"3215",2013,"upshur_county",39640,33782,3394,2725,6134,4562,941,352
"3216",2014,"upshur_county",39851,33599,3425,2864,5503,4039,795,382
"3217",2015,"upshur_county",40096,33958,3487,3010,5322,3910,779,586
"3218",2016,"upshur_county",40295,34122,3498,3091,5367,4129,585,586
"3219",2017,"upshur_county",40506,34337,3661,3263,5513,4277,760,846
"3220",2018,"upshur_county",40769,35051,3406,3423,5328,4141,744,843
"3221",2005,"upton_county",3046,2666,135,1482,481,447,15,312
"3222",2006,"upton_county",3046,2666,135,1482,481,447,15,312
"3223",2007,"upton_county",3046,2666,135,1482,481,447,15,312
"3224",2008,"upton_county",3046,2666,135,1482,481,447,15,312
"3225",2009,"upton_county",3046,2666,135,1482,481,447,15,312
"3226",2010,"upton_county",3243,2848,155,1405,383,344,23,227
"3227",2011,"upton_county",3278,2857,153,1465,435,330,12,300
"3228",2012,"upton_county",3300,2654,90,1527,501,334,13,347
"3229",2013,"upton_county",3323,2447,100,1644,553,325,22,388
"3230",2014,"upton_county",3339,2192,95,1571,607,223,24,449
"3231",2015,"upton_county",3405,1971,155,1697,657,173,40,516
"3232",2016,"upton_county",3475,1733,167,1823,695,159,57,496
"3233",2017,"upton_county",3575,1829,243,1778,630,115,43,499
"3234",2018,"upton_county",3634,1735,246,1837,685,91,33,568
"3235",2005,"uvalde_county",26623,22416,256,17923,7211,6208,119,6296
"3236",2006,"uvalde_county",26623,22416,256,17923,7211,6208,119,6296
"3237",2007,"uvalde_county",26623,22416,256,17923,7211,6208,119,6296
"3238",2008,"uvalde_county",26623,22416,256,17923,7211,6208,119,6296
"3239",2009,"uvalde_county",26623,22416,256,17923,7211,6208,119,6296
"3240",2010,"uvalde_county",26285,22785,225,17902,6833,6055,88,5962
"3241",2011,"uvalde_county",26330,23933,311,18053,7112,6625,92,6112
